"SourcePath","IsShortcut","ShortcutTarget","Exists","SizeBytes","Hash","Instrument","IsBand","ProposedPath","DuplicateGroupId","IsInConsolidated","ProposedAction"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\001-Piano\001-Piano,Acoustic,NewOrleans[SN0944].mp3","False",,"True","183944","47288188851C93FDF4A3A69530F89CBCDAB42595","001-Piano","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\001-Piano\001-Piano,Acoustic,NewOrleans[SN0944].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\005-Piano\005-Piano,Electric,VintageSoulJazz[SN1006].mp3","False",,"True","143465","12D9DC342709B3066D3ECF434333D6EE9DD1B1BC","005-Piano","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\005-Piano\005-Piano,Electric,VintageSoulJazz[SN1006].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\023-Harmonica\023-Harmonica,OverdriveGrittyBlues[SN0930].mp3","False",,"True","210130","24B48E85FD9775BE57F6C567F4DEECD11EEF8DAB","023-Harmonica","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\023-Harmonica\023-Harmonica,OverdriveGrittyBlues[SN0930].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\023-Harmonica\023-Harmonica,OverdriveGrittyBlues[SN0930][DI].mp3","False",,"True","271705","4097A8DBA768F180FB5194AAEA9F3C7C785BCE7E","023-Harmonica","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\023-Harmonica\023-Harmonica,OverdriveGrittyBlues[SN0930][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Bouzouki\026-Bouzouki,Americana[SN1008].mp3","False",,"True","184990","EB6DC42D31B806E4C6B406B4B8BCE8EC88719C29","026-Bouzouki","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Bouzouki\026-Bouzouki,Americana[SN1008].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,Americana[SN1007].mp3","False",,"True","184853","5C5CB683F0F8608FBD9E594E3E2D94C309FCE9E5","026-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,Americana[SN1007].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,Folk[SN0875].mp3","False",,"True","226737","74E466077CDC4DDE492568CA14D7DA7A6F395D84","026-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,Folk[SN0875].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,GypsyJazz[SN0366].mp3","False",,"True","236231","C2A0D9659B0D45768E2CD87F3A82770E9E524235","026-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,GypsyJazz[SN0366].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,GypsyJazz[SN0366][DI].mp3","False",,"True","299741","D053B211CE0C75D210CF2A8DF8AEA019A624E92C","026-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,GypsyJazz[SN0366][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,IndieFolkFingerpicking2[SN0953].mp3","False",,"True","251599","5C45C526FF5B71F12469A0E891F55887E79082EA","026-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Guitar\026-Guitar,Acoustic,IndieFolkFingerpicking2[SN0953].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Mandolin\026-Mandolin,Americana[SN1010].mp3","False",,"True","194158","F4FFA0B8787D93693956CC7A1674EF955FF4803E","026-Mandolin","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\026-Mandolin\026-Mandolin,Americana[SN1010].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,BaritoneElectric,Clean,VintageCountry[SN1015].mp3","False",,"True","212769","004400AF372AD4A5D65207A048F491634A0AE2D5","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,BaritoneElectric,Clean,VintageCountry[SN1015].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,BaritoneElectric,Clean,VintageCountry[SN1015][DI].mp3","False",,"True","278012","D70FD755F5CA066875D35C2C1B2A86BA31EA70A0","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,BaritoneElectric,Clean,VintageCountry[SN1015][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientBalladDelayReverb[SN0619].mp3","False",,"True","358931","F2BA813C33A43611875A0FCE8D1B6CEBCE85E142","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientBalladDelayReverb[SN0619].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientBalladDelayReverb[SN0619][DI].mp3","False",,"True","453343","679E14B1EBBDE2EEAA61C453F617DBF97B5B2C8A","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientBalladDelayReverb[SN0619][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientSpaceyBalladDelayReverb[SN0620].mp3","False",,"True","370936","8EC3878B8BBA748A61DF3E4B3FBB0578CDA39D28","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientSpaceyBalladDelayReverb[SN0620].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientSpaceyBalladDelayReverb[SN0620][DI].mp3","False",,"True","469474","0572DCA4CC98FFF9DA6ADD438DECFFFA06EBDD5F","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmbientSpaceyBalladDelayReverb[SN0620][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmericanaDelay[SN0443].mp3","False",,"True","207746","2A18C063C41262BA9269FAF5E6676C666F9C02AC","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmericanaDelay[SN0443].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmericanaDelay[SN0443][DI].mp3","False",,"True","275373","0DC5002B4E0892FF99199AAE64276251F0656E0F","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AmericanaDelay[SN0443][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AtmosphericLongReverb2[SN0505].mp3","False",,"True","292855","A68655546539F333854FE657F8BE7FF04D8A43EE","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AtmosphericLongReverb2[SN0505].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AtmosphericLongReverb2[SN0505][DI].mp3","False",,"True","388156","1FF505B34A654F0D67481BBC2E823E393FEF177A","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,AtmosphericLongReverb2[SN0505][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,HazyWarbleChorus[SN0525][DI].mp3","False",,"True","433078","58AAD04797BF182AE15EAC1D76E5FDB0CB154FCB","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,HazyWarbleChorus[SN0525][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,HazyWarbleDry[SN0525].mp3","False",,"True","327486","2108EAD17DA0F0667027081278DB945FACDD17CC","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,HazyWarbleDry[SN0525].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,IndiePopPhaser[SN0663].mp3","False",,"True","281776","1034A35235C3C4B567AA10E653BACB4441A47E31","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,IndiePopPhaser[SN0663].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,IndiePopPhaser[SN0663][DI].mp3","False",,"True","378027","C55959D8A55A59CE243E8ABEC7FE5C401F01747C","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,IndiePopPhaser[SN0663][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBallad[SN0962].mp3","False",,"True","334986","52D159C56976257110EB71EDBDFDDADDA4CBA212","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBallad[SN0962].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBallad[SN0962][DI].mp3","False",,"True","430519","66A60644814DA01E9E720586463E05EBB58F5C54","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBallad[SN0962][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBalladChorus[SN0963].mp3","False",,"True","332684","89B25DC7D043FF484DD9A0373C21095750A2211A","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,ModernMetalBalladChorus[SN0963].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlow[SN0978].mp3","False",,"True","359036","D91EAF7A3CF652F0CE3B938E0FC77FBB40195FCF","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlow[SN0978].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlow[SN0978][DI].mp3","False",,"True","472748","C87CBCA1F657A37148A017AE301A1E17EBD17D67","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlow[SN0978][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowGritty[SN0997].mp3","False",,"True","350483","E8E6200FDC9F4B4417D9607E2EC4B2A8A53BB7BE","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowGritty[SN0997].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowGritty[SN0997][DI].mp3","False",,"True","451558","DE766D57262B3465DA002B995608F9A575E98FF6","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowGritty[SN0997][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowSpacey[SN0979].mp3","False",,"True","344388","8B7E8610C0CAAB625D01F05351E555005BFD5DBD","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowSpacey[SN0979].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowSpacey[SN0979][DI].mp3","False",,"True","438873","8344280FD058CD6530E4D64D529EB95F7B87492B","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopGlowSpacey[SN0979][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSoul[SN0661].mp3","False",,"True","551051","F54E9CE09A8F20AE4FC22D68AA64EF2937AA33F0","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSoul[SN0661].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSoul[SN0661][DI].mp3","False",,"True","708783","4ACC115A50912ED1089D84F821CD148BA39236E7","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSoul[SN0661][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSpacey[SN1001].mp3","False",,"True","236677","CC2FE78706E913168034227318634189AC492061","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSpacey[SN1001].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSpacey[SN1001][DI].mp3","False",,"True","307992","B866910DA0785BBF719BEF6AA012AF1F3E05B20A","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,PopSpacey[SN1001][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul[SN0929].mp3","False",,"True","250219","099F54AC4EF1E1E4CF830CA4469A7AE7B6CD6A3E","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul[SN0929].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul[SN0929][DI].mp3","False",,"True","324418","E2018C4072AC706319EBD93002D51C15F2603C92","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul[SN0929][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul2[SN1019].mp3","False",,"True","243915","843BAF0A6130FA6C1C4CE58451C638F95F370C17","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul2[SN1019].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul2[SN1019][DI].mp3","False",,"True","315967","E107E940EAEF1574934647C8BC59AF8C66907871","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,Soul2[SN1019][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,SoulRock[SN0919].mp3","False",,"True","246862","AD4BF7CF020353ABA0836459D6BAF39A5F2CAA00","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,SoulRock[SN0919].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,SoulRock[SN0919][DI].mp3","False",,"True","316248","0E43E138262628579D3CD3ECA4C91F8AF34B3526","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,SoulRock[SN0919][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,VintageCountryTremolo[SN1014].mp3","False",,"True","205942","3600D80B6B090B1D258BCEEA29C325646CC0C070","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,VintageCountryTremolo[SN1014].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,VintageCountryTremolo[SN1014][DI].mp3","False",,"True","262069","A702F0217D69DA910B5BBC3EDC784F465275C717","028-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-Guitar\028-Guitar,Electric,Clean,VintageCountryTremolo[SN1014][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-PedalSteel\028-PedalSteel,Clean,VintageCountry[SN1021].mp3","False",,"True","210398","2C20E3C9D054E17CE727A8CDDA9CA5A7985FC5A3","028-PedalSteel","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-PedalSteel\028-PedalSteel,Clean,VintageCountry[SN1021].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-PedalSteel\028-PedalSteel,Clean,VintageCountry[SN1021][DI].mp3","False",,"True","270104","2EADC0C06DCAEAD6CBD757436B4D8952056E041A","028-PedalSteel","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\028-PedalSteel\028-PedalSteel,Clean,VintageCountry[SN1021][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\029-Guitar\029-Guitar,Electric,Muted,SocaWah[SN0614].mp3","False",,"True","207768","1E57FC8B766927C32CFFE9EFF9D9B4CF0DCD9DA4","029-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\029-Guitar\029-Guitar,Electric,Muted,SocaWah[SN0614].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernCountry[SN0918].mp3","False",,"True","381087","116ABC62D1361E21015B3F114A8B8A3E22C47B1A","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernCountry[SN0918].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernCountry[SN0918][DI].mp3","False",,"True","472145","757A43F0F4DDB6A8F2312224BC533A360608D838","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernCountry[SN0918][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernMetal[SN0923].mp3","False",,"True","203909","6EAF172D89832ACC6CB4BFDDC8F2AEF7090EFACA","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernMetal[SN0923].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernMetal[SN0923][DI].mp3","False",,"True","270088","2E06F8AD32ACDF3BCDC252D7EBE4A1AF0344C725","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Distortion,ModernMetal[SN0923][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountry[SN0940].mp3","False",,"True","307388","4C6A95CF4D20B493DCD7EF58B943DD2C2B41AC26","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountry[SN0940].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountry[SN0940][DI].mp3","False",,"True","391587","4F656D9F9E6879BF2C8ED7C0BE20110A7422C1C0","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountry[SN0940][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRock[SN0988].mp3","False",,"True","226326","4266A77400E43563630E6C358992FF5B0F2938E0","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRock[SN0988].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRock[SN0988][DI].mp3","False",,"True","299200","65A8D3DDD476430A035AEC46F0C4EDE7F9EC87AB","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRock[SN0988][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRockHigh[SN0989].mp3","False",,"True","228143","9ADC12AD201B3428791E5AFA822F88F00FDCB4E4","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRockHigh[SN0989].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRockHigh[SN0989][DI].mp3","False",,"True","300402","FBD6495AD787984544EC9B6DFF27D372E2CDD150","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryRockHigh[SN0989][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryTremolo[SN0943].mp3","False",,"True","289638","E6B6E3651D230432E83C4E4F0C49EEFA1B772B63","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryTremolo[SN0943].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryTremolo[SN0943][DI].mp3","False",,"True","369187","1E8FF8DE81222E31793F054FAF9F4509205781F9","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,BroCountryTremolo[SN0943][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPop[SN0934].mp3","False",,"True","227129","002E8AFBF9841EF3023677BF91D6DAA68DA5AF4D","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPop[SN0934].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPop[SN0934][DI].mp3","False",,"True","303398","2209996D55DEEFD73F975838012BB31FF26E8673","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPop[SN0934][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPopHigh[SN0935].mp3","False",,"True","230163","B3D7891090DAC75B95FD17542381DF822946D0BD","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPopHigh[SN0935].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPopHigh[SN0935][DI].mp3","False",,"True","307934","5CB790DA58703B9ABDC39A4BB6A1825AE85109A6","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,CountryPopHigh[SN0935][DI].mp3",,"True","Keep"
"C:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,GrittyGrungePop[SN0676].mp3","False",,"True","225520","833AA15AACF9FF9E50BA83BE2FDCAE1704600E2F","030-Guitar","False","c:\Users\flana\Downloads\SOTA SYNTH\Consolidated\Instruments\030-Guitar\030-Guitar,Electric,Overdrive,GrittyGrungePop[SN0676].mp3",,"True","Keep"
